2025-09-22 12:13:39,379 [INFO] gps: GPS log initialized
2025-09-22 12:13:39,390 [INFO] gps: 43.7132,-79.2915983333,3.0,8
2025-09-22 12:13:40,393 [INFO] gps: 43.6232,-79.2865966667,6.0,8
2025-09-22 12:13:41,397 [INFO] gps: 43.5832,-79.3682,9.0,8
2025-09-22 12:13:42,401 [INFO] gps: 43.6432,-79.4498033333,12.0,8
2025-09-22 12:13:43,404 [INFO] gps: 43.7532,-79.4448016667,15.0,8
2025-09-22 12:13:44,406 [INFO] gps: 43.8132,-79.3532,18.0,8
2025-09-22 12:13:45,410 [INFO] gps: 43.7732,-79.2615983333,21.0,8
2025-09-22 12:13:46,414 [INFO] gps: 43.6832,-79.2565966667,24.0,8
2025-09-22 12:13:47,417 [INFO] gps: 43.6432,-79.3382,27.0,8
2025-09-22 12:13:48,420 [INFO] gps: 43.7032,-79.4198033333,30.0,8
2025-09-22 12:13:49,424 [INFO] gps: 43.8132,-79.4148016667,33.0,8
2025-09-22 12:13:50,428 [INFO] gps: 43.8732,-79.3232,36.0,8
2025-09-22 12:13:51,431 [INFO] gps: 43.8332,-79.2315983333,39.0,8
2025-09-22 12:13:52,434 [INFO] gps: 43.7432,-79.2265983333,42.0,8
2025-09-22 12:13:53,437 [INFO] gps: 43.7032,-79.3082,45.0,8
2025-09-22 12:13:54,441 [INFO] gps: 43.7632,-79.3898033333,48.0,8
2025-09-22 12:13:55,445 [INFO] gps: 43.8732,-79.3848033333,51.0,8
2025-09-22 12:13:56,449 [INFO] gps: 43.9332,-79.2932,54.0,8
2025-09-22 12:13:57,452 [INFO] gps: 43.8932,-79.2015983333,57.0,8
2025-09-22 12:13:58,455 [INFO] gps: 43.8032,-79.1965983333,60.0,8
2025-09-22 12:13:59,459 [INFO] gps: 43.7632,-79.2782,63.0,8
2025-09-22 12:14:00,463 [INFO] gps: 43.8232,-79.3598033333,66.0,8
2025-09-22 12:14:01,467 [INFO] gps: 43.9332,-79.3548033333,69.0,8
2025-09-22 12:14:02,471 [INFO] gps: 43.9932,-79.2632,72.0,8
2025-09-22 12:14:03,475 [INFO] gps: 43.9532,-79.1715983333,75.0,8
2025-09-22 12:14:04,479 [INFO] gps: 43.8632,-79.1665983333,78.0,8
2025-09-22 12:14:05,483 [INFO] gps: 43.8232,-79.2482,81.0,8
2025-09-22 12:14:06,486 [INFO] gps: 43.8832,-79.3298016667,84.0,8
2025-09-22 12:14:07,488 [INFO] gps: 43.9932,-79.3248033333,87.0,8
2025-09-22 12:14:08,492 [INFO] gps: 44.0532,-79.2332,90.0,8
2025-09-22 12:14:09,495 [INFO] gps: 44.0132,-79.1415983333,93.0,8
2025-09-22 12:14:10,499 [INFO] gps: 43.9232,-79.1365983333,96.0,8
2025-09-22 12:14:11,503 [INFO] gps: 43.8832,-79.2182,99.0,8
2025-09-22 12:14:12,507 [INFO] gps: 43.9432,-79.2998016667,102.0,8
2025-09-22 12:14:13,511 [INFO] gps: 44.0532,-79.2948033333,105.0,8
2025-09-22 12:14:14,515 [INFO] gps: 44.1132,-79.2032,108.0,8
2025-09-22 12:14:15,519 [INFO] gps: 44.0732,-79.1115983333,111.0,8
2025-09-22 12:14:16,526 [INFO] gps: 43.9832,-79.1065983333,114.0,8
2025-09-22 12:14:17,530 [INFO] gps: 43.9432,-79.1882,117.0,8
2025-09-22 12:14:18,533 [INFO] gps: 44.0032,-79.2698016667,120.0,8
2025-09-22 12:14:19,537 [INFO] gps: 44.1132,-79.2648033333,123.0,8
2025-09-22 12:14:20,539 [INFO] gps: 44.1732,-79.1732,126.0,8
2025-09-22 12:14:21,544 [INFO] gps: 44.1332,-79.0815983333,129.0,8
2025-09-22 12:14:22,547 [INFO] gps: 44.0432,-79.0765983333,132.0,8
2025-09-22 12:14:23,551 [INFO] gps: 44.0032,-79.1582,135.0,8
2025-09-22 12:14:24,555 [INFO] gps: 44.0632,-79.2398016667,138.0,8
2025-09-22 12:14:25,559 [INFO] gps: 44.1732,-79.2348033333,141.0,8
2025-09-22 12:14:26,563 [INFO] gps: 44.2332,-79.1432,144.0,8
2025-09-22 12:14:27,567 [INFO] gps: 44.1932,-79.0515966667,147.0,8
2025-09-22 12:14:28,571 [INFO] gps: 44.1032,-79.0465983333,150.0,8
2025-09-22 12:14:29,574 [INFO] gps: 44.0632,-79.1282,153.0,8
2025-09-22 12:14:30,578 [INFO] gps: 44.1232,-79.2098016667,156.0,8
2025-09-22 12:14:31,582 [INFO] gps: 44.2332,-79.2048016667,159.0,8
2025-09-22 12:14:32,586 [INFO] gps: 44.2932,-79.1132,162.0,8
2025-09-22 12:14:33,590 [INFO] gps: 44.2532,-79.0215966667,165.0,8
2025-09-22 12:14:34,594 [INFO] gps: 44.1632,-79.0165983333,168.0,8
2025-09-22 12:14:35,598 [INFO] gps: 44.1232,-79.0982,171.0,8
2025-09-22 12:14:36,601 [INFO] gps: 44.1832,-79.1798016667,174.0,8
2025-09-22 12:14:37,605 [INFO] gps: 44.2932,-79.1748016667,177.0,8
2025-09-22 12:14:38,607 [INFO] gps: 44.3532,-79.0832,180.0,8
2025-09-22 12:14:39,610 [INFO] gps: 44.3132,-78.9915966667,183.0,8
2025-09-22 12:14:40,614 [INFO] gps: 44.2232,-78.9865983333,186.0,8
2025-09-22 12:14:41,617 [INFO] gps: 44.1832,-79.0682,189.0,8
2025-09-22 12:14:42,619 [INFO] gps: 44.2432,-79.1498033333,192.0,8
2025-09-22 12:14:43,624 [INFO] gps: 44.3532,-79.1448016667,195.0,8
2025-09-22 12:14:44,630 [INFO] gps: 44.4132,-79.0532,198.0,8
2025-09-22 12:14:45,635 [INFO] gps: 44.3732,-78.9615983333,201.0,8
2025-09-22 12:14:46,641 [INFO] gps: 44.2832,-78.9565983333,204.0,8
2025-09-22 12:14:47,645 [INFO] gps: 44.2432,-79.0382,207.0,8
2025-09-22 12:14:48,648 [INFO] gps: 44.3032,-79.1198033333,210.0,8
2025-09-22 12:14:49,652 [INFO] gps: 44.4132,-79.1148016667,213.0,8
2025-09-22 12:14:50,656 [INFO] gps: 44.4732,-79.0232,216.0,8
2025-09-22 12:14:51,660 [INFO] gps: 44.4332,-78.9315983333,219.0,8
2025-09-22 12:14:52,664 [INFO] gps: 44.3432,-78.9265966667,222.0,8
2025-09-22 12:14:53,668 [INFO] gps: 44.3032,-79.0082,225.0,8
2025-09-22 12:14:54,672 [INFO] gps: 44.3632,-79.0898033333,228.0,8
2025-09-22 12:14:55,676 [INFO] gps: 44.4732,-79.0848016667,231.0,8
2025-09-22 12:14:56,680 [INFO] gps: 44.5332,-78.9932,234.0,8
2025-09-22 12:14:57,683 [INFO] gps: 44.4932,-78.9015983333,237.0,8
2025-09-22 12:14:58,687 [INFO] gps: 44.4032,-78.8965966667,240.0,8
2025-09-22 12:14:59,691 [INFO] gps: 44.3632,-78.9782,243.0,8
2025-09-22 12:15:00,695 [INFO] gps: 44.4232,-79.0598033333,246.0,8
2025-09-22 12:15:01,699 [INFO] gps: 44.5332,-79.0548016667,249.0,8
2025-09-22 12:15:02,703 [INFO] gps: 44.5932,-78.9632,252.0,8
2025-09-22 12:15:03,707 [INFO] gps: 44.5532,-78.8715983333,255.0,8
2025-09-22 12:15:04,711 [INFO] gps: 44.4632,-78.8665966667,258.0,8
2025-09-22 12:15:05,714 [INFO] gps: 44.4232,-78.9482,261.0,8
2025-09-22 12:15:06,717 [INFO] gps: 44.4832,-79.0298033333,264.0,8
2025-09-22 12:15:07,720 [INFO] gps: 44.5932,-79.0248033333,267.0,8
2025-09-22 12:15:08,723 [INFO] gps: 44.6532,-78.9332,270.0,8
2025-09-22 12:15:09,727 [INFO] gps: 44.6132,-78.8415983333,273.0,8
